,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,violentPerPop,nonViolPerPop
perCapInc,0.018875438071066092,-0.025589471017508778,-0.12478307064261851,-0.27195883730414894,0.2917172561999286,0.2504201389245743,-0.22842086124849195,-0.3325785169647429,-0.37433434066999005,-0.29034912787099987,-0.00936747980395977,-0.013470275371108769,0.31250330041582497,0.8913987134480856,0.3402709666520314,-0.04510436928214215,0.7736105603534352,-0.20291694920782563,-0.5797649739269682,-0.014055423160725835,0.9354628877726296,1.0,0.9769440831041818,0.47857910930476844,0.2099631916145063,0.45943677115673864,0.32329194765466734,0.6508342994864177,-0.06727957365795045,-0.6369361562732023,-0.544072650817966,-0.6528515025186963,0.7719125138614298,-0.5856862474507342,0.4232350985767348,-0.1547621576047315,0.1816899466108285,-0.6556659139368249,0.8163309559586671,-0.41075004029309686,-0.1772794178890938,-0.3946454872462998,-0.41014227437598894,-0.1991164445490497,0.5483803784819835,0.5589981480208303,0.5645010713849501,0.45095773045303283,-0.15864074425559233,-0.09957451378059995,-0.04881746794143557,-0.3969928511827824,-0.0002440318149776372,-0.08892192725121176,-0.1104248142230748,-0.09906173024034823,-0.1248842434763415,0.08588650714239641,0.0672856926605011,0.07493732182856787,0.058493360524430084,0.06522954433877873,-0.1539029008624636,-0.3053323804169195,-0.2674382840062914,-0.044185478631667933,0.027213519053556668,-0.3115300661623754,0.46403134367496385,-0.3125749686312566,-0.41571648637284736,0.314460707086828,-0.04443786331718875,0.17701125131891488,0.4205400008289163,-0.30600529363825757,-0.1916913552803645,0.04118900646029942,-0.599840374237214,-0.3514997557929617,0.7827588938004494,0.7961047645578738,0.802627022980431,0.697894374132614,0.7142629911605144,0.7640766304331233,0.7583111403643754,0.5649965425151983,0.750339826385623,-0.22956770641789065,0.25399424737987153,-0.0372163117681857,-0.01740649152857993,-0.0032949683365702757,0.15335853687713866,-0.2793268608205566,0.2081216825923477,-0.0019859332852753347,-0.09457020351389786,-0.01514813749071901,0.0004947814731857296,0.27189892515917635,-0.058668945001747096,-0.04074381407908259,-0.27847734083244324,-0.06874753781311048,-0.33668072815649025,-0.024914581227595947,-0.19436393936883245,-0.04507004222783039,-0.33062348161157823,-0.058076113638189375,-0.2945348821547213,-0.05503674844384604,-0.3084126414735212,-0.03440698219576851,-0.13915225912988205,-0.04680100818134139,-0.2101887791325062,-0.29595299503381306,-0.32205623303409436
whitePerCap,0.01526656428325162,0.02899429183503981,-0.12318603678636668,-0.11688311540203047,0.12739691372770034,0.28787358150393466,-0.19373010726298814,-0.3186297908496501,-0.35055580396550157,-0.274454161256442,-0.007588935395631765,0.040905355644729094,0.3183569965714894,0.8446201500582387,0.3020359487834701,-0.05342798633330864,0.6933445340389892,-0.19657478778456766,-0.49354922049818406,-0.047818033112809084,0.8890382081739285,0.9769440831041818,1.0,0.44631676545416005,0.202901133342809,0.43627714230778475,0.3068263965636976,0.6289469752825346,-0.00864491492597068,-0.5421601135370216,-0.48624750606142203,-0.5888587076272713,0.7660044879791554,-0.5170848367013646,0.3736106875613522,-0.18448322795783398,0.20734573788019642,-0.6372760172856433,0.8064228121772746,-0.3401508977258613,-0.11546572932163107,-0.31104366091447005,-0.33021366200169383,-0.17276145225427253,0.4260488996562808,0.426870896337197,0.45147277413180914,0.32760235096294316,-0.15172872606870139,-0.11582398008529599,0.010923603280137823,-0.2509646514900572,0.03822320657625481,-0.04013969051955163,-0.050770635796256375,-0.029206273583207813,-0.047353940109014,0.135118823607211,0.11856591523007412,0.12821554453022177,0.11167012410765607,0.029072723233867726,-0.11483967643719861,-0.2454764782161482,-0.22536350870044095,-0.05085009851554582,0.0034679639285184133,-0.2648722984064749,0.3744575353877332,-0.24839594038542015,-0.3532728532309342,0.26730067539774177,0.023470020543170156,0.13612162593783964,0.341340877375607,-0.22449779450964286,-0.17944571798410588,0.027479123692447475,-0.514383724522116,-0.2934061317781395,0.7755962660547271,0.7936279758573054,0.8074591560657688,0.722333524507333,0.6825768505927776,0.7367015989217267,0.73520593979553,0.5645521983010089,0.7244570035530323,-0.18128716712712883,0.2749116666138446,-0.018212071953158143,0.035194694216314625,0.030356615158738796,0.19191733128635785,-0.3004483323002299,0.18022049225868578,-0.0023430318494113934,-0.11136868503709196,0.004576636719484987,0.03628873085162866,0.32452569926982205,0.0054718606994821626,0.025195967382695156,-0.1507225665063191,-0.0006759221627891318,-0.2664912884863132,0.02506555797824922,-0.06910974148775538,0.015856823952701073,-0.22809119324534194,0.013297513836355659,-0.18135533115266655,0.013884585998188944,-0.22869321333880532,0.02251341382672819,-0.05400317215850999,0.005028252373982644,-0.16166109605045942,-0.1746847889465221,-0.22132375108572042
blackPerCap,-0.0137683879278482,-0.026194288236961003,0.03322395633798551,-0.18796113846181145,0.1292249741380957,0.1920730855307741,-0.01807107884370775,-0.18509224311276087,-0.18820792684739177,-0.17932900553149647,-0.1213851879900509,-0.018407303553827806,0.19655062848517565,0.5170947514540221,0.2965021231023721,-0.05910612090604224,0.36562029498158,-0.2100896337815194,-0.3028122966951418,-0.06142881130040826,0.5033630652967859,0.47857910930476844,0.44631676545416005,1.0,0.14376649017404866,0.21077618679705257,0.22566342823228472,0.3669959246937241,-0.048776183378875675,-0.3730898764992493,-0.24117172584273824,-0.3140129898359323,0.34678385455562594,-0.26909175517656647,0.31404793933989933,-0.01958767065710568,-0.011159214614029425,-0.3220200009078653,0.3874954270289116,-0.26040076168444865,-0.12129977406207954,-0.24006605748024973,-0.25543340068029813,0.02830498279621723,0.3539988438971229,0.3508923790358722,0.3621927459799259,0.28864865009422674,-0.11591032700442472,-0.08851685258702105,-0.03614847283456631,-0.24216268642472394,-0.001607781994994899,-0.09334303081373733,-0.09803423345623218,-0.08214429289747875,-0.08801559186575976,0.08037856318323162,0.07739848662847952,0.09037166224946921,0.08619370737898416,-0.08037145176604958,0.010975957347303979,-0.08614004706865365,-0.05852152732206454,0.11929780664804991,0.16413170379094716,-0.06967801920010129,0.2873701368919096,-0.09959648854269056,-0.26266635512180964,0.18812271302863548,-0.05230977920247772,0.16186884990131614,0.2657465366836821,-0.16679859601266492,-0.13404826796706285,0.07699172632610848,-0.3412301378028056,-0.10256664957452079,0.4358855993763454,0.426525470523614,0.41911425893088666,0.31816305033490505,0.4547230600699895,0.47816371076407205,0.4691395442734752,0.32785156529692927,0.4755647873527614,-0.12764904467565863,0.21517536940227838,-0.007897606004742692,-0.023646776909668613,-0.009947780486570076,0.15849485002092334,-0.1265832922735046,0.1481129021345506,0.029043734614410465,-0.0028297238367101228,-0.02035099289147211,0.03534947040285358,0.12002673437934634,-0.07483312671078612,-0.033095532763521895,-0.18014343470525435,-0.061113329120936956,-0.2409167869414015,-0.022024012081575825,-0.1226642071631958,-0.03765952769027391,-0.20764866667299442,-0.051251204081901834,-0.20300681943087323,-0.05298645696284607,-0.24293930246048923,-0.02787670938168632,-0.06101128828681038,-0.03503833899156887,-0.12572712230809457,-0.19832639529086513,-0.23932406394161823
NAperCap,-0.028403619709700123,-0.009731331086535266,-0.00157566469618335,-0.03621302110898706,0.03241756123794485,0.06228672098706063,-0.00918574955767481,-0.10789280769433665,-0.10740547101467249,-0.10337159395646942,-0.03575128703705085,-0.006962595563005484,0.07195029980344815,0.22278213890087573,0.12240855841634879,-0.02088458394902409,0.15368679952417838,-0.09445929750636664,-0.1365641630699745,-0.026465997683987552,0.21814883694837559,0.2099631916145063,0.202901133342809,0.14376649017404866,1.0,0.1038694569268613,0.08311501229312772,0.13454467449413082,-0.020363232874390937,-0.1654132261053919,-0.12245806343812986,-0.14456259722555143,0.16035489932597496,-0.142706146637234,0.14018319361392728,-0.021900905551560802,-0.007201959895716761,-0.14936811621600493,0.17082970650025733,-0.07800128193841362,-0.07098856930364016,-0.07014962504964044,-0.0758550019007654,-0.0022197742513270775,0.1318693714542631,0.12407566420333083,0.1380759207550583,0.1035778069927708,-0.05455802202285016,-0.02290680062735631,-0.01297191314950766,-0.07303638012540875,-0.0004498326839762058,-0.02609437719405687,-0.03300730172392639,-0.028318455143542687,-0.03015738750887647,0.039142296191948395,0.03777059153907705,0.039656348067722995,0.03583420145029371,-0.01656424240472114,-0.007633713808999173,-0.03764386319752126,-0.028361532092167078,0.038365292362493614,0.04588423172271839,-0.029574449143799697,0.12458277247856916,-0.03760679969205511,-0.08801423057223143,0.07749833889008838,-0.013326468875502446,0.03629813395701892,0.12055005079322574,-0.05718404953876707,-0.04589430689942622,0.08302484187883652,-0.14124616988846758,-0.07557497885829273,0.18485631622443593,0.1891679836052342,0.19206328540537237,0.171181267195213,0.20705349657320157,0.21321482261466185,0.20927947226229646,0.13914507437302084,0.21998513179949444,-0.04432854854131686,0.1329964994696139,0.029920530310563135,-0.011322102815601937,-0.0027977734723168605,0.05863008691955383,-0.09026548809950036,0.02235533062004832,-0.02706402390888779,-0.023705125171764613,-0.008212253169210681,0.0024681972419540415,0.0579877541985616,-0.005507860786889875,-0.011510896450639423,-0.04811308985683455,-0.024229075883614414,-0.09660262091778739,-0.007518940337680539,-0.024750464581377835,-0.012692289273425044,-0.07198455413141715,-0.016252291960245448,-0.06721957304082422,-0.019423539520161015,-0.0896429784530342,-0.010670170718621332,-0.018081280572765594,-0.011486623827003115,-0.025116988499162787,-0.05931183347885721,-0.0799604914575975
asianPerCap,0.0360213334842423,-0.036215831264918986,-0.05974009899479757,-0.10744801348862988,0.13605686378582627,0.06043744997695931,-0.09523992026688696,-0.2142830301144644,-0.28254232247544275,-0.22236823376988032,0.06693596158531981,-0.03287602744024312,0.08551988091991881,0.4114314603531685,0.08759491653842727,-0.03725884012132835,0.3443715666467466,-0.008786752779084929,-0.2344770622386355,0.06698579715902565,0.4225615040532415,0.45943677115673864,0.43627714230778475,0.21077618679705257,0.1038694569268613,1.0,0.14025098238251843,0.35614408116575225,-0.050505532118556816,-0.2866920092277654,-0.20809256938970574,-0.2419935347246088,0.30517398274659824,-0.23373490679036316,0.11621823519123006,-0.009173974057189047,0.0675768541382073,-0.26246723490186935,0.3717002137063582,-0.20892248818888998,-0.16887347381850137,-0.21022758973110353,-0.2124586541681297,-0.07504855993257505,0.26762112640624025,0.26083008532347385,0.2540692087550567,0.23545141263733643,-0.13757786321487256,-0.10873824901412184,-0.03832471011476954,-0.19840662776044884,-0.012325905129179462,-0.1636599827419951,-0.1917673435927614,-0.190641184986642,-0.2015549172078506,-0.013913172030829802,-0.017849220008186752,-0.01252936603875375,-0.015948615073761108,0.03259003747901311,-0.06844424041626765,-0.13669013095484098,-0.11435549344165837,0.0035041055017231005,0.024301831635647256,-0.14215626067192827,0.2858707927643529,-0.14996927085921183,-0.2395616656223344,0.20538133980829265,-0.045434301503625665,0.06326845909761628,0.2707004319419792,-0.12426451724936971,0.0011802357410519702,0.004462119032366791,-0.2376543183426909,-0.1262383237053888,0.3386759157366674,0.34896807992526074,0.3505954425120768,0.31037035677475505,0.29729711162627187,0.3237170402793157,0.3196539229779119,0.244568971223935,0.32704774750833615,-0.13787435529484737,0.07646176269898203,0.012256756835800645,-0.027331010842194935,-0.01215593833823066,0.050317057496737726,-0.04954351816359512,0.20789403847050544,0.12405086537174624,0.06310398908297384,-0.017651454436799403,-0.0347282225942575,0.09383217992042432,-0.06372551478424825,-0.03468460935304202,-0.12472938835563517,-0.06400536072738208,-0.18142125288081168,-0.02476308422741401,-0.10154328799051938,-0.03599376832090063,-0.131092146615084,-0.052238526279026254,-0.1497201725451907,-0.05626392057362418,-0.18971509681893578,-0.0361477368847597,-0.0874537011614109,-0.042064648728773954,-0.13439824092040265,-0.11968809155188029,-0.18626459769524925
otherPerCap,0.011303943311883882,-0.025320914726411188,0.013747641954208035,-0.09465082936235686,0.10341353425386966,0.12172123378777666,-0.09367513833861188,-0.1303023030858212,-0.13391708813847034,-0.1254099375603108,-0.0769458761904193,-0.019864857279804984,0.15109934795205907,0.3584097991913204,0.21277596392461845,-0.03522843851050458,0.27909233078915036,-0.13266833496738123,-0.2549346424389565,-0.008118150001513225,0.35409207769107875,0.32329194765466734,0.3068263965636976,0.22566342823228472,0.08311501229312772,0.14025098238251843,1.0,0.43390213401376576,-0.04367697563254224,-0.2925641337881147,-0.21322089575405379,-0.23902903724253444,0.23172183444181726,-0.22828040030796265,0.2349333810361121,-0.028496826682389165,-0.02170419612965998,-0.24160295417798497,0.2566980310069693,-0.17250977137712645,-0.08671418481210172,-0.1752852231641933,-0.1788590978236915,-0.004623708536513507,0.253046668957168,0.24842681582644702,0.25879994348276747,0.21173916560192438,-0.042301187129715694,-0.003285485476833592,-0.03293295101871385,-0.16167280629469055,-0.01428894941757014,-0.06642619877721118,-0.08351227784717373,-0.07821292652501312,-0.08648198280599191,0.016365558869487033,0.013014616694176822,0.018716691995401605,0.015592109049932822,0.009691759290902364,-0.06014422941925636,-0.09361386855110639,-0.07193169172860957,0.06394462276140463,0.09635124086963479,-0.08545699752244339,0.22493239485965252,-0.11332223949778814,-0.1888441350351656,0.13777096546169976,-0.03879270646548002,0.09969493225249197,0.20792329535759926,-0.11720180069087638,-0.08162638096192763,0.07580850840145512,-0.2598749662531452,-0.1684593716720103,0.2977025088756536,0.29038303727740133,0.2796103472992781,0.20049672303701566,0.3324309621714149,0.33990148692564764,0.3251314235671555,0.1979909444840126,0.34731166600355745,-0.07401153583923666,0.12269885795772094,0.022040131674826446,-0.02533436637548428,-0.017046091203918225,0.0737745799198964,-0.0992701777206459,0.10604477862231097,0.008308758098247602,-0.018635124725197856,0.0008885835486962362,0.0036217666179275965,0.09301610381405755,-0.024643882907541704,-0.028695077192797562,-0.10780694636724582,-0.0428198834710437,-0.11161035004939106,-0.02248257332375175,-0.06528341072705465,-0.029929451402057664,-0.10695002989559431,-0.039515526761244764,-0.11716094674116989,-0.03834449999653592,-0.11656523081857853,-0.029622932977097786,-0.03678848554744796,-0.03681232265295308,-0.05646532220949431,-0.09877848793269313,-0.11957707019047437
hispPerCap,0.030961967871020325,-0.05087652381537737,-0.07439847357541227,-0.14095576764926515,0.1948208623070494,0.1603764921668881,-0.21033385504541174,-0.2610836853018279,-0.2977748738809858,-0.243203780646503,-0.019557445473942846,-0.04114633900158325,0.24043337737487855,0.6253571422932077,0.26387504833278175,-0.07994731875187959,0.5281520633927378,-0.13584176770149398,-0.4084688682761697,0.05003799424794304,0.6376929102213271,0.6508342994864177,0.6289469752825346,0.3669959246937241,0.13454467449413082,0.35614408116575225,0.43390213401376576,1.0,-0.07472834487092511,-0.4706746204304794,-0.37779196616458044,-0.4324174694606585,0.48826226689696467,-0.4020320900836042,0.31114602862095814,-0.0672072109857511,0.08736652359689003,-0.4424088337611589,0.5495422891258491,-0.30758953901907027,-0.17049817308146015,-0.3114364582102219,-0.3150357554715612,-0.10910533392379151,0.4061527360470965,0.4075337112427481,0.4125092781295909,0.3280719734751035,-0.11446338199411256,-0.06797178200440135,-0.05491682884670585,-0.2758999457941089,-0.02981828440635593,-0.14896717680763705,-0.18117622405190864,-0.18522168689807472,-0.21719431919275706,-0.02042031628101856,-0.030476819935446167,-0.02172165441799964,-0.027993429557147904,0.0837579460559432,-0.15162718109177306,-0.22452120628324018,-0.18756486442014533,0.010487719621957277,0.05998995674828995,-0.21455877515053057,0.4055136765344656,-0.25005237409308667,-0.3560598630578376,0.2643390683774884,-0.06878185005648761,0.15973883745695056,0.37524570579392286,-0.18769854348630868,-0.092951883820983,0.04889938242999913,-0.4368496056544779,-0.23901374688348392,0.49794860788555906,0.498075148064261,0.4961386854488514,0.4073846130049867,0.5024357233365317,0.5253689617569431,0.519446176156532,0.36477895318657344,0.5330784918362488,-0.1833351511567922,0.16985900073039437,0.0011714488886672052,-0.041381961557334916,-0.028323804655801758,0.06653710765523778,-0.13084463899655063,0.22957175293575333,0.06235522964995906,-0.007284897586149543,-0.020020719632943152,-0.018413103311754858,0.1619199040099929,-0.06626161564832322,-0.04917516279558351,-0.1814173925819416,-0.08041705592455432,-0.24056109222388622,-0.03817120806039081,-0.1378135038464289,-0.053810115787007506,-0.2186438244978406,-0.07190966911585678,-0.23496568392954148,-0.07226721494182185,-0.23465004396999203,-0.05349030623618559,-0.10812983441796513,-0.06489786520931436,-0.16711599658211496,-0.20518184408315115,-0.253617890567674
persPoverty,-0.049678081555193425,0.9860539047119702,-0.011143003870532039,0.17703213443189342,-0.21484608095849397,0.05041107245618805,0.10747204038695055,0.020370268895002517,0.06135675615352436,0.03763012345479181,-0.028116204539173628,0.9841192455459069,0.08354687398547547,-0.10121639052788883,-0.05781289838636853,-0.05608290925733559,-0.12999197507258098,-0.02373963349151783,0.16642429531949957,-0.05738320427890203,-0.10488233821706655,-0.06727957365795045,-0.00864491492597068,-0.048776183378875675,-0.020363232874390937,-0.050505532118556816,-0.04367697563254224,-0.07472834487092511,1.0,0.1618816053395875,0.09042488584278069,0.10710654125233053,-0.03642435966293358,0.15284619746826006,-0.08026240118639379,-0.05610735897609227,0.027336967119690574,0.027834482187583363,-0.04108852595941569,0.12197311490131897,0.14824725405754235,0.14239562614122359,0.13555400227720577,0.07571287183773542,-0.2000881801949905,-0.20519918163468284,-0.17738567034744812,-0.19225226592693384,-0.0707280648878945,-0.10726325073492587,0.9823058918228524,0.24952530835597783,0.9098185863907384,0.0668824058389651,0.07968254414471598,0.09278320803099381,0.10786793804661794,0.13218253814092257,0.13469114146964797,0.13843445615606728,0.14175722878073307,-0.12198432285130525,0.13352433255717835,0.13408302156440083,0.08979702185056779,-0.009681024813010084,0.00399189166997856,0.042418974758392826,-0.1822473807240652,0.13572277448731646,0.1551099448357312,-0.12873616834343907,0.9160205940026213,-0.05188851151233467,-0.18123973901904686,0.20884774391240682,0.01716654296223958,-0.08296401455434002,0.09982339775192257,0.12313818219001024,-0.03502110425760811,-0.026106704280154776,-0.011976908912377803,0.029362947064860846,-0.059929992279285166,-0.05408972013896215,-0.04094639799333308,0.005595430122950576,-0.05948018645867574,0.08630930529195423,0.014696279019928283,0.022198856651304198,0.909513888349549,0.8776013098238745,0.12025721404467626,-0.038389544349658106,-0.022101554657383962,0.0399506041552032,-0.005006542679958787,0.19558438740084566,0.22020752995500192,0.3236503542296836,0.18491605304984438,0.9761287061769489,0.2831348659524143,0.8542212134573195,0.12377284258104447,0.9602559438526754,0.3409019439323004,0.942189128970116,0.1620685391956585,0.9706843052950745,0.14705557619490606,0.9591105991873551,0.08757387809884358,0.9838834517630427,0.2579332052003346,0.9018551267552231,0.17647711195856522,0.2196306977070475,0.14714009489086505
pctPoverty,-0.026165339552409596,0.0953030351316245,0.08033679943872639,0.49704205471024576,-0.546990365008893,-0.141628510957789,0.3327928360905966,0.4982555081251941,0.46816800845452133,0.47240353566061444,0.08901309014723631,0.08242200432494513,-0.31011334854272127,-0.7586436829592527,-0.52215756357871,0.12299129934549272,-0.7166447519628183,0.2465646721709997,0.788221303562136,-0.11895106364388337,-0.7292865550131902,-0.6369361562732023,-0.5421601135370216,-0.3730898764992493,-0.1654132261053919,-0.2866920092277654,-0.2925641337881147,-0.4706746204304794,0.1618816053395875,1.0,0.6423472261632023,0.664233865736794,-0.3787707252432655,0.7725928440016342,-0.7009610323039082,-0.08177142534796338,0.1911741276395087,0.44250195579457446,-0.45891565846309634,0.4037408408919887,0.45005054727781124,0.43860828343793706,0.436208879403364,0.1369702586760398,-0.7519359224531283,-0.7642059523693236,-0.7651817236131971,-0.6796128198006922,-0.12786459544866235,-0.26868779511587876,0.13037710296125601,0.6372272287949146,0.05260594396581958,0.3301076772034116,0.34210879357414953,0.3321439508847875,0.3428604048730168,0.11518650834794861,0.11232328247413337,0.0965580225524446,0.09941004027681127,-0.2180694556619643,0.2634749989409633,0.3607900979694966,0.29131047063676396,-0.06859837817070245,-0.16928903644962182,0.29682481614355494,-0.6389184063590521,0.4085346294690192,0.5083780760071435,-0.42769312473225374,0.13949034347471123,-0.3007304165124416,-0.578928899572927,0.46963607663475876,0.2465227313995552,-0.17413369485752297,0.8108047230813862,0.5083112724121319,-0.5045416920168632,-0.4866880015996269,-0.4774840214376817,-0.3489240492903246,-0.6482664138690444,-0.6391271974327835,-0.6217000392487877,-0.3572789743302304,-0.6464654314560319,0.48705457838208815,-0.21233381270724236,0.08406257533480277,0.08429515978221022,0.048981399214829954,0.0030676853909989065,0.1279486269953654,-0.2573296414171659,-0.06531905080061072,0.010036640136486209,0.022276528884240535,0.07825078750975856,-0.06759427892575423,0.1674294888439902,0.12443915389605764,0.4828105425033194,0.1547316624073641,0.41703923406934645,0.09047135467786468,0.3980614421196264,0.123427886834948,0.514164343184788,0.15663264657458884,0.5388546604611453,0.1479399483818448,0.4520901598095241,0.11122086873166515,0.25948278801252345,0.12068739141513034,0.2941879468156173,0.4741437122329971,0.5057966221417417
pctLowEdu,0.006920940788599984,0.043139395508848585,0.2253958310025269,0.24477643880353064,-0.45843849556346905,-0.1095184566609511,0.6359220049326145,0.12860356628582478,0.1124301937501292,0.07006249431970209,0.16586060748438755,0.0342156152940587,-0.25459934081077246,-0.5576016248360747,-0.4334208981375141,0.09531964719841796,-0.6659466330490051,0.33044233516133514,0.6889132799555232,-0.07897951483612115,-0.5903572607918004,-0.544072650817966,-0.48624750606142203,-0.24117172584273824,-0.12245806343812986,-0.20809256938970574,-0.21322089575405379,-0.37779196616458044,0.09042488584278069,0.6423472261632023,1.0,0.9276228233545978,-0.577294750701979,0.6570803201430505,-0.531289227688245,0.22004316851106814,-0.21890546299293995,0.6519537797929323,-0.5973106316603268,0.22838995891303238,0.12623236631472456,0.2617542104428796,0.25466768445237115,0.3954511545670975,-0.47526177374538536,-0.5347450461526798,-0.5037609589200477,-0.3871288973113258,-0.12078851397409704,-0.26015058315259837,0.07599925933522395,0.4502501980181854,0.06960894767752014,0.04476356079047086,0.09191382333226791,0.10320937972062588,0.15202848544947675,0.28609275870079054,0.3156399839532011,0.3140759993548453,0.3369266448395177,-0.5747963008214938,0.6372961959541418,0.5647873544004819,0.5270780237200647,0.23529203961872533,0.11977918670653938,0.47603275567129966,-0.42321787391917215,0.6529416175552212,0.437724991634621,-0.3513921915786711,0.0472550653547636,-0.1446814432795123,-0.3586862363885124,0.3224785820916685,0.2094981974734053,-0.1927976632093166,0.6757760116120849,0.5916349602512824,-0.33570865004109585,-0.32909692656481654,-0.3327726233279376,-0.27030831276559164,-0.4699300631647754,-0.44782114706172255,-0.43714523780093995,-0.22738072555455902,-0.4488221042230286,0.22161646582900923,-0.03248629444683127,0.1518193929833004,0.04270699398849215,0.03659367685449016,0.3224133646880295,0.16645095259129444,0.08873242548255582,0.27599088093070023,0.2276011170115238,-0.032375453303084,0.22497143264249045,-0.038326119421064196,0.06836999475414204,0.06996425647308963,0.32241818860352,0.04780881902752277,0.18203466046472538,0.05808883780701057,0.2886743917916647,0.06997127881154386,0.36571218956698,0.07380970624661194,0.3405667494963316,0.05910246151164146,0.2217553356815355,0.06757941018895115,0.2619977614550204,0.06583566321409609,0.16770742150486345,0.3616227055862885,0.29849987766922254
pctNotHSgrad,-0.0016460674693435959,0.05556272335097402,0.11684272179045298,0.36713944341000043,-0.4942753964186582,-0.18233771800219964,0.49384473425165026,0.06849066462028536,0.0646268770862143,0.020409872188742992,0.25817951321182797,0.04683927465487569,-0.24524666772344206,-0.6706728947325001,-0.5469238717111707,-0.02497837094956531,-0.7806372806947741,0.4441693775358843,0.7563838730915711,0.05206435606224648,-0.7101139825283239,-0.6528515025186963,-0.5888587076272713,-0.3140129898359323,-0.14456259722555143,-0.2419935347246088,-0.23902903724253444,-0.4324174694606585,0.10710654125233053,0.664233865736794,0.9276228233545978,1.0,-0.7514160637182186,0.7238415598068962,-0.6172865365089587,0.2887884859185621,-0.3114015563517024,0.7795250558954535,-0.7584624608769653,0.4147968711641415,0.09329501495638585,0.4065230429053145,0.42169693385735163,0.3048107905846861,-0.6219078778457963,-0.6788639677938181,-0.6462662617268772,-0.5156843698276371,-0.1031822607187589,-0.23489405318287446,0.10233406634855753,0.5576046901619018,0.05824073171534051,-0.001707629067424577,0.043623411657050144,0.05064423053859516,0.09741476640727126,0.16651339431716178,0.19806003313841183,0.19741151060126166,0.2216055799858965,-0.4155313273132347,0.49178947074234447,0.49764765782603754,0.44509145409540424,0.13488424088926262,0.0033272633659004575,0.43530834699472154,-0.44985596383437265,0.5561322236657733,0.47396456082418353,-0.35172002082168335,0.07561722852999234,-0.20742987170455768,-0.3776448405397971,0.4166964022143231,0.2835328056839758,-0.27005769241235894,0.7366475110429003,0.5582802340903292,-0.45293727563145414,-0.4507306246663407,-0.4590547368091128,-0.39021384703183487,-0.5605265098273733,-0.5452069171101327,-0.5412203463199389,-0.3174869085465141,-0.535116624306235,0.24303424484209804,-0.1055813356327002,0.22138785746839326,0.055495357905442855,0.038632115242801864,0.19516287145005798,0.22939630340936576,0.12344088682025554,0.3494674720033327,0.2914447096388655,-0.019091530104138506,0.21329239005298747,-0.05170017743168835,0.10274992460758528,0.09138975587666742,0.4123052517129852,0.07995313668752739,0.2868324237628864,0.07301693879695127,0.38355680574370343,0.08763948616139215,0.4595614524137789,0.09756049553187711,0.4288159364226597,0.0757042425084464,0.28683882096552527,0.08396045869063032,0.32720744318344125,0.08513252844607609,0.24250499323782745,0.4462820325917438,0.37906986842916074
